OBSRVTN_NB,DATETIME_DTM,PNT_NM,QUALIFIER_TXT,PNT_ATRISKNOTES_TX,PNT_ATRISKFOLWUPNTS_TX
101921,5/7/2021 11:15,Tools and equipment used correctly,Correct rigging,"When removing old pole climbers cut small pieces of pole and tossed to the ground. Climbers communicated with ground workers before tossing the pieces. [NAME] chose this method due to the congested work site, limited space to operate handline and stay out of the strike zone at the same time. We reviewed past events and suggested we continue to look for the safest method for completing this task.",
287173,10/14/2022 13:12,Excavation or Trench,"Documented inspection prior to entry for each shift and when conditions change (e.g., rain, thaw, etc.)",No documented inspection for excavation requiring protective system ( shoring ) and employee entry. Advised foreman to document inspections anytime employees are entering excavations where employee exposure can be reasonably anticipated.,"1926. 651 ( k ) ( 1 ) [NAME] inspections of excavations, the adjacent areas, and protective systems shall be made by a competent person for evidence of a situation that could result in possible cave - ins, indications of failure of protective systems, hazardous atmospheres, or other hazardous conditions. An inspection shall be conducted by the competent person prior to the start of work and as needed throughout the shift. Inspections shall also be made after every rainstorm or other hazard increasing occurrence. These inspections are only required when employee exposure can be reasonably anticipated."
212480,2/16/2022 15:00,Complete job briefing given (Forestry),"Communicate understanding of tasks, Specific risks / hazards identified",Overall task not listed on job briefing nor was presence of another company performing private tree work next to them.,
109780,5/19/2021 15:00,Appropriate work area traffic control (Forestry),Appropriate number of signs out,[NAME] moved to address the trees from the other side of a corner. When they moved they did not place signs behind them because they saw the crossroad ass a dead end.,"Stopped crew and explained that while the road indeed was a dead endroad, there was traffic coming up from behind them. This is why the signs were required. [NAME] understood and gave commitment to correctly set signs."
198251,12/15/2021 9:00,Personal Safety,Line of fire,"Worker aloft intentionally dropped material from a height of 35'. [NAME] then boomed down and requested a strike zone be established with the use of cones. The worker commented that he had flags on his other truck for marking strike zones. We discussed the hazards associated with dropping material and the conditions at this work site. It was decided to bring the material down with the use of the bucket and mark the strike zone. Ground workers were distracted and wondered into the strike zone while worker aloft was removing a small transformer. Worker aloft immediately recognized the hazard, stopped is work and alerted the ground workers.",
215942,2/28/2022 14:39,Handheld Grinder Usage,Handheld grinder equipped with a safety clutch,The safety clutch helps when grinding in tight places because the clutch will slip if the grinder binds up.,
212541,2/10/2022 13:30,COVID-19 - Face Coverings,Coaching on face coverings?,Coached employees on making sure we have our face coverings on when working within 6' of each other.,
315895,1/27/2023 14:48,Complete job briefing given,"Job briefing conducted and documented, Other - Job Briefing","Individual did not participate in the job brief, after arriving to the jobsite. This was discussed and corrected. S & H [NAME] ( G - 3 ) 1. 10",
433671,1/30/2024 16:45,Equipment Operations near Energized Lines,Equipment grounded,[NAME] was using a temporary screw in ground rod. Spoke with supervisor and recommended that they need to ground to the exhisting ground grid and not use screw in or drive in ground rod.,
47400,7/20/2020 7:15,Correct work area traffic control,Cones compliant,WAP protection was sufficient but due to large vehicle volumne and speed limit being 70mph we agreed that they needed to put out more cones.,
467649,6/3/2024 10:30,PPE - Workforce,"Employees wearing gloves appropriate for the hazard (e.g., cut resistant, dielectric, etc.)","1. Observed [NAME] Members Placing Cribbing Underneath The Trailer Jacket Stand While Unhitching A [NAME] Flatbed Trailer From The [NAME] Truck With Wearing The Required [NAME] Protection ( No Gloves ). 2. Observed The [NAME] Members Failing To Provide The Required Wheel Chocks For The [NAME] Trailer, After Notification Of The Missing Wheel Chocks, The [NAME] Supervisor Advised A [NAME] Member Was Task With Placing The Required Chocks, The [NAME] Member Again Failed To [NAME] The Required [NAME] Protections While Handling The Cribbing Used For The Wheel Chocks.",Site Supervisor & [NAME] Were Coached On Wearing The [NAME] PPE While Completing Any [NAME] Task. Site TCR Was Also Informed
434083,2/5/2024 9:45,FR Clothing,Other - FR,Coached employee about wearing a non FR hoodie in the bucket. [NAME] forgot he had it on and thanked me.,
255945,7/5/2022 13:47,Equipment Operations near Energized Lines,Other - Equipment Operations near Energized Lines,Subcontractor [NAME]: Observed material ( drilling material ) stored underneath an energized distribution line. Recommend making sure to store materials out from underneath energized equipment.,
488869,8/21/2024 13:45,6) Were work procedures documented on the job briefing?,[Notes Required for At-Risk Conditions],job brief documented various tasks that various employees would be performing. spoke with GF about getting more detailed,
325195,2/1/2023 9:36,Proper footwear,Other - Footwear,The working conditions were icy and slippery. The use of ice grips would help with any potential STF.,
493944,9/12/2024 14:15,Correct work area traffic control,Automated Flagging Assistance Devices (AFAD),"The Manager was called to discuss the condition and length of the AFAD arms ( see attached photos ). [NAME] agreed that they were too short, and where an older version. [NAME] said he would have their Mechanic look at them during the night, and try to get them repaired or replaced, so that they were longer and met the requirements.",
385363,8/23/2023 12:30,Loading/Unloading Procedures,Loading/Unloading form completed,Loading / Unloading Form not completed. The Loading / Unloading checklist must be completed for all materials being loaded and unloaded where equipment or rigging is required to assist in moving the material. AEP Truck Loading / Unloading Procedures,
390673,9/6/2023 9:12,Equipment Operations near Energized Lines,Equipment grounded,"When rebar cage use lowered in place they decided to use the forklift to hold the suspended load, but did not ground the forklift","I explained to the supervisor, if the forklift was not moving, it should be grounded, they acknowledged and complied immediately"
273325,9/1/2022 11:30,Correct work area traffic control,"Other - Work Area Protection, Sign spacing adequate",No hi - vis pants / gaiters / chaps being worn. [NAME] had his pair of gaiters in truck and put on. GF contacted and was bringing second pair of gaiters to work site. Signs were stacked up at both ends of street and not properly distanced.,
